Lemma	BNC_Freq	Hh	Hm	Ht	Hrh	Hrm	Hrt	Hlh	Hlm	Hlt	Hh_Lex	Hm_Lex	Ht_Lex	Hrh_Lex	Hrm_Lex	Hrt_Lex	Hlh_Lex	Hlm_Lex	Hlt_Lex	Hh_Cond	Hm_Cond	Ht_Cond	Hrh_Cond	Hrm_Cond	Hrt_Cond	Hlh_Cond	Hlm_Cond	Hlt_Cond	Hi	Freq	JSD_Hh_Dep	JSD_Hm_Dep	JSD_Ht_Dep	JSD_Hrh_Dep	JSD_Hrm_Dep	JSD_Hrt_Dep	JSD_Hlh_Dep	JSD_Hlm_Dep	JSD_Hlt_Dep	JSD_Hi	Dom_Pos	Contextual_H	coltheart.N	OLD20	nletters	nsyl	morphology	flection	synclass	celex.frequency	celex.frequency.lemma	celex.inflectional.entropy	lemma.size	nlemmas	bnc.frequency	bnc.frequency.million	subtlex.frequency	subtlex.frequency.million	subtlex.cd	subtlex.cd.pct	summed.monogram	summed.bigram	summed.trigram	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV	SFreq	SCDcnt	Animacy	Animacy.simplified	logFreq
all	237	1.98444730480544	2.26725019196469	2.54076795463597	1.67617756299634	1.82535683358657	2.36333943997295	1.51609656262411	1.70394917606318	2.12714120609589	4.1455778464225	3.83164758395556	4.44792380518875	4.25249389245146	3.79364747755528	4.47876565247849	3.53772325400593	3.31829139852836	3.9642228269623	0.0435864061079592	0.588428706217612	0.368021493861043	-1.77635683940025e-15	0	0.235340431543069	0.00688087754655209	0.571526023787677	0.212695790448357	0.649691880751671	237	0.107804513675493	0.138215908117289	0.0893013492684982	0.0554930886410035	0.27752406250991	0.116284338720244	0.155473663493895	0.0996081151499446	0.142609728097019	0.00460072475446222	Determiner	279.074991846	7	1.1	3	1	conversion.monomorphemic	headword.positive.singular	Adverb.Noun.Pronoun	64395	64395	-1012847.34796	3	3	262447	2624.47	193220	3788.6275	8261	0.9849	497145	17200	2410	AO.L	AO1.L	1	2	34	11755.03	52.38	54348	34	11752.76	51.87	54249	0.0012634	0.00383154	0.00170493	0.00267605	0.0009338	0.00342954	0.00138563	0.00235946	0	0	0	0	0	0	0	0	0.0266895	0.01731782	0.02602568	0.02372507	0.02548686	0.01615416	0.02505881	0.02274979	0.03311258	0.02595347	0.03277028	0.03316808	0.03221139	0.02305234	0.03140658	0.03145765	5161.86	8279	NA	NA	8.54905225863994
am	1203	2.33686750262153	2.15728744309612	2.68076516485789	1.99278244379124	1.95482459710964	2.45488455762529	1.88165256316464	1.44627391945714	2.30855724528872	4.86032713401442	3.60651342362611	4.87936510848012	3.87589320809252	3.32722968592565	4.12795420706148	4.6392826583517	3.02699637061521	4.54246016280665	0.24015979798679	0.407610239941357	0.431685511300953	0.219597783828121	0.350223861684318	0.347016070325168	0.19865190498825	0.301768412977753	0.377595709781538	0.0403896916381789	1203	0.268588636905866	0.132613969960494	0.182083183823909	0.145129958636436	0.242838659955265	0.160004728003351	0.359941780768863	0.0904244240455057	0.249495571149355	0.0893880345588094	Verb	282.662882448	7	1	2	1	irrelevant.monomorphemic	headword.singular present 1p	Undefined.Verb	13224	694045	-167850.516675	16	2	26872	268.72	52421	1027.8627	7914	0.9435	436396	7372	338	AE.M	AE1.M	1	2	36	18949.99	54.86	63030	36	18949.99	54.86	63030	0.00191838	0.00133182	0.0020905	0.00161675	0.00154126	0.00114376	0.00176549	0.0014246	0	0	0	0	0	0	0	0	0.02080895	0.01942026	0.01731375	0.01529371	0.01596768	0.01805896	0.01432851	0.01363627	0.03145696	0.02479486	0.0371042	0.04708196	0.03058293	0.02231311	0.03600953	0.04481945	1106.63	7983	NA	NA	7.00907464016341
amp	2529	2.3684273634085	2.18377494969605	2.71947061638502	1.98960297966755	1.6041133961542	2.49020359478939	1.71090975307231	1.50730380978797	2.2573797745244	5.16302901414193	5.00383744824351	5.52020629393645	4.28472098812993	4.61418593174291	4.82492633393948	4.82118341832698	4.59036739240394	5.27401510068032	0.244529052214918	0.473566035644038	0.477237061444031	0.229957415185721	0.243994137749964	0.419176394905493	0.1648406271027	0.224383715041234	0.2692158914942	0.53915379641344	2529	0.0805251329127565	0.0314138521121601	0.0570966111485932	0.114802161724382	0.0514830015550034	0.0841061775073012	0.0748088671625108	0.0201509685581817	0.0597941651082528	0.000959195542771829	Noun	246.597781787	3	1.4	3	1	monomorphemic	singular	Noun	7	28	-20.1843413509	2	1	679	6.79	73	1.4314	60	0.0072	460773	10015	675	AE.M.P	AE1.M.P	1	3	14	1200.1	10.1	10240	14	1200.1	10.1	10240	0.00259044	0.00116682	0.00258857	0.00193686	0.0024686	0.00104982	0.00247119	0.00186225	0.00028427	0.00010084	0.00028231	0.00017247	0.00025226	8.3e-05	0.00025259	0.00014936	0.02654303	0.01841981	0.02271619	0.01971198	0.02330712	0.01750908	0.02070345	0.01859427	0.02231579	0.01819302	0.01883112	0.01223786	0.02212571	0.01817897	0.01880202	0.01222664	1.82	73	NA	NA	0.598836501088704
ant	2015	2.33009519162721	2.15363474800924	2.74244221039477	2.08141302430835	1.66982407149975	2.54983611706502	1.46142459315406	1.26779796263285	2.06329941368925	4.92840017003031	5.27756505059565	5.5571947279467	4.58840258993103	5.20040637658787	5.38501385652392	4.09930253899153	4.32472864399155	4.8046880129347	0.0997460067800358	0.475531205146833	0.461040900347006	0.105529005378834	0.426637128805263	0.481807227157085	0.0288812731199464	0.0918593454075056	0.115203970476249	0.661398100247037	2015	0.0472482685681655	0.0361602888712244	0.0325651748940202	0.0729000757768584	0.0322258697956868	0.0578135241181253	0.0274666093327977	0.00929769214467642	0.0183229353247596	0.0660142261737549	Noun	284.018853845	6	1.25	3	1	monomorphemic	singular	Noun	69	209	-421.596064215	2	1	443	4.43	200	3.9216	95	0.0113	528311	24461	2825	AE.N.T	AE1.N.T	1	3	24	19004.95	30.54	36115	24	19004.95	30.54	36115	0.00882519	0.00944939	0.00877669	0.00820877	0.00828629	0.00891824	0.00847005	0.0081403	0.00057365	0.00016258	0.00048076	0.00028192	0.00039338	0.00012836	0.00036868	0.00022896	0.05018118	0.06517279	0.04329479	0.04469979	0.04689587	0.06371231	0.04120718	0.04346833	0.03663158	0.09453016	0.04372072	0.05097455	0.03640438	0.09363073	0.04363869	0.05087703	5.35	111	NA	NA	1.67709656090792
ape	1179	2.23136608148214	2.03335572938878	2.63718200615758	2.14002453595278	1.55134511087684	2.58028504478045	1.42047912667689	1.29617404124168	2.02178596498122	4.47125559196303	4.87554908513828	5.02236537740555	4.52712655610205	5.31697537205095	5.20015106478943	3.56006176589058	3.8101839930585	4.23443041443491	0.111553879703245	0.187478690456857	0.342486573409252	0.036575356678755	0.041406445762453	0.321298114985145	0.0784566418334003	0.0663044156058654	0.148037804790961	0.664480104210411	1179	0.0503501828389362	0.0253645229572185	0.0307960274637999	0.0814253943843404	0.0358853166240897	0.054365977070061	0.0382829554053371	0.0262100588955299	0.0328667205796046	0.0636681020876041	Noun	281.885773544	9	1.05	3	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	90	218	-509.48985926	46	2	214	2.14	387	7.5882	168	0.02	528838	18001	699	EY.P	EY1.P	1	2	23	24525.01	30.18	29517	23	24525.01	30.18	29517	0.00050288	0.00022903	0.0005603	0.0004704	0.00042005	0.00019867	0.00049292	0.00042839	0	0	0	0	0	0	0	0	0.01077841	0.014099	0.01066552	0.00915582	0.01051754	0.01336822	0.01048821	0.00900565	0.0281457	0.00453774	0.01771711	0.0119384	0.02735712	0.00415078	0.01717016	0.01136992	9.67	173	NA	NA	2.2690283094652
arch	3644	2.20924738145992	1.86619727242252	2.56735561142857	1.93933731132294	1.66227897066447	2.41663454365294	1.48705251874302	1.22069271635603	2.03219614876909	5.04401036294527	4.90681252770348	5.39246777208609	4.56633474642734	5.13655374273567	5.1066255185901	4.46622669485325	4.46581034513325	5.05878652987355	0.159613393651449	0.513040925430849	0.466236468574455	0.187212964142208	0.690561577935868	0.465946694341502	0.0568696278931817	0.0927966134911351	0.120142295938985	0.676386817608071	3644	0.0157951826454327	0.0231680548801763	0.0161552607522842	0.0218839834642562	0.0495536305341114	0.0337507804675778	0.0158843496844722	0.0118176732956019	0.0142696443132854	0.0111935187976849	Noun	284.711306417	1	1.7	4	1	conversion.monomorphemic	infinitive.plural present.positive.singular.singular 2p present.singular present 1p	Adjective.Noun.Verb	242	472	-1701.55175922	47	3	968	9.68	107	2.098	85	0.0101	522247	17914	1272	AA.R.CH	AA1.R.CH	1	3	13	6901.45	19.83	23711	13	6901.45	19.83	23711	0.00287448	0.00325644	0.00321498	0.0032306	0.00218265	0.00297721	0.00275235	0.00299311	5.788e-05	1.684e-05	6.068e-05	2.925e-05	5.469e-05	1.618e-05	6.119e-05	2.951e-05	0.03573239	0.02013241	0.03451216	0.03067639	0.03441702	0.01908936	0.03358025	0.02997494	0.02189473	0.01305817	0.0207349	0.01892646	0.02167761	0.01246106	0.02050077	0.0186913	3.69	117	NA	NA	1.30562645805244
arm	42475	2.00088325064389	1.69393385431991	2.43171508555195	1.90127841736205	1.28556880579812	2.28562770036356	1.36154237318303	1.03030640419054	1.8997401726699	4.21180184691205	5.20658762829506	5.15448295424682	4.36000838249189	5.45832171679421	5.43605438183921	3.53483895575549	4.53681722936124	4.60034939012719	0.12265299520361	0.336881474372589	0.376861514531631	0.133443130785775	0.314265658145257	0.372757314758374	0.0478100820621186	0.0755343078912505	0.11326866174084	0.693133170920397	42475	0.098287922291249	0.0311808529132808	0.0646553465042254	0.0296688778530087	0.0385364379584828	0.0370062343600236	0.121638243191757	0.031353952283993	0.0838862409008156	0.0292863605283838	Noun	282.277369727	5	1.35	3	1	monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	1896	3866	-20315.7551232	46	2	9194	91.94	3239	63.5098	1906	0.2272	491810	13758	806	AA.R.M	AA1.R.M	1	3	14	7058.72	26.16	27972	14	7058.72	26.16	27972	0.00376848	0.00391302	0.00400909	0.00388222	0.00268832	0.00316112	0.00326054	0.0034039	0.00024172	0.00013226	0.00028151	0.00023408	0.00019757	0.00012229	0.00025058	0.00022827	0.0486171	0.03602903	0.04739399	0.04375408	0.0472932	0.03497667	0.04643604	0.04303512	0.02975438	0.03151203	0.03102597	0.03102778	0.02952075	0.03091262	0.03078133	0.03079026	65.41	1945	NA	NA	4.18067515197312
art	31389	2.23095162548341	1.68933236804179	2.49296115340053	1.84580770505297	0.969956895487243	2.10270786222105	1.48754500061061	1.06061201393097	1.96847734711372	5.03278500438911	4.90263893286228	5.36886147845693	4.41781896821994	5.46713135262503	5.43007428120371	4.45914001989591	3.62018700798958	4.68026623959277	0.170027542241156	0.31904944452263	0.470414121769016	0.130340928428351	0.198487849659993	0.35786277864772	0.0959269277490984	0.105759404831099	0.16171896752734	0.564502016570288	31389	0.0257382268573874	0.0573317507798049	0.0299893549257354	0.0413904786816333	0.112432394990516	0.074841518850362	0.0150573693632512	0.0193333554171352	0.0197211749631885	0.000163582225820449	Noun	283.306933032	8	1.05	3	1	monomorphemic	singular.singular 2p present rare	Noun.Verb	2972	690091	-34288.6135712	17	2	15587	155.87	2890	56.6667	1422	0.1695	527342	20405	1379	AA.R.T	AA1.R.T	1	3	22	7366.67	28.71	33292	22	7366.67	28.71	33292	0.00441415	0.00434489	0.00495447	0.00519206	0.00318269	0.00369221	0.00389221	0.0043038	0.00051578	0.00063553	0.00068924	0.0009316	0.00039338	0.0005753	0.00058397	0.000864	0.05350082	0.06024628	0.05293463	0.05296065	0.05217369	0.05917973	0.0519655	0.05222935	0.04042105	0.07484225	0.04706658	0.0536985	0.04016501	0.07423743	0.04680557	0.05345655	70.8	1601	NA	NA	4.25985900069967
ask	180	2.94024592262375	2.25562207266467	3.05155670989739	2.42383110017912	0.706337243132572	2.55169697756327	2.77485501324368	2.3103953937212	3.10308660685328	4.57103852783032	3.22591680245872	4.51184043022295	3.77345790011107	1.69847126857131	3.56831528371655	4.24007333114442	3.45188754345707	4.49259513637571	0.336655456286855	0.426981475508287	0.557178109182125	0.487762955466579	0	0.498712249187588	0.273095840428914	0.697660641406433	0.527332559705039	0.247746541829084	180	0.181229133539412	0.182591002982927	0.123273364534052	0.13824864770355	0.279085084259167	0.150739113118768	0.227659298488748	0.13336741012105	0.177766359788881	0.0380822015992619	Verb	211.252481515	5	1.45	3	1	monomorphemic	infinitive.plural present.singular 2p present.singular present 1p	Verb	4052	14651	-40456.8748644	44	1	19401	194.01	22282	436.902	6832	0.8145	493647	9556	471	AE.S.K	AE1.S.K	1	3	13	494.24	9.29	10273	13	494.24	9.29	10273	0.00327026	0.00158956	0.00310774	0.00276966	0.00305667	0.001494	0.00302826	0.00276449	0.00012596	0.00024269	0.00016415	0.00030883	0.00010408	0.00023263	0.00015321	0.00030991	0.02963835	0.03400896	0.02886911	0.02896801	0.02640663	0.03292063	0.02685102	0.02785142	0.03115789	0.03547782	0.03229541	0.02910518	0.0309497	0.0354209	0.03224821	0.02905601	483.14	7014	NA	NA	6.18030646672517
ass	927	2.35144058327756	2.22912737094576	2.76155896722241	2.1739427862474	1.53698722552993	2.57687095868193	1.85913137516971	1.75972152476064	2.45311633865262	4.21678086402723	4.90461198592467	4.9575904689532	4.34219355504616	4.62402403382578	4.93525653934455	3.54464968554258	4.47219394067747	4.46326101723527	0.141808507665798	0.354013919110582	0.400189710604881	0.0742762000574277	0.565608195242546	0.377663695091079	0.114959762485295	0.22560149491908	0.267581926689813	0.436036444513481	927	0.0704947056594669	0.0560717719018209	0.051623512836261	0.0791075465718232	0.073361689452392	0.0594285980540209	0.0683362199577564	0.0539392185770983	0.060946415170757	0.00909925717460617	Noun	281.119062137	5	1.2	3	1	monomorphemic	singular	Noun	172	192	-1277.36880361	2	1	320	3.2	11381	223.1569	3359	0.4005	553005	38573	2917	AE.S	AE1.S	1	2	35	32797.27	53.66	81751	35	32797.27	53.66	81751	0.00293656	0.00166279	0.0027859	0.0027416	0.00236197	0.00154117	0.00252669	0.00267802	0	0	0	0	0	0	0	0	0.0164703	0.02400976	0.01413653	0.01318495	0.01164126	0.02239307	0.01116832	0.01155059	0.03145696	0.03705419	0.03381232	0.0412446	0.03058293	0.03357051	0.03279883	0.03922755	226.37	3379	NA	NA	5.42217082871503
at	170	2.15509637088631	2.01198129141865	2.60095015689918	1.75761412976112	1.29380166066975	2.16453216523234	1.80438296248182	1.64991962068447	2.3952242471095	4.10028904040678	4.4795931913154	4.85374436401468	3.53296884724575	4.06504333208317	4.45770910446996	3.87456327235444	3.61048130360506	4.25340428982055	0.073524676840389	0.058744113512665	0.149982986425478	0	-0.00231794823922638	0.0531029574246196	0.0832312925170067	4.44089209850063e-16	0.195215729288285	0.548548891796417	170	0.0779708191778444	0.120194453971105	0.0849934710474205	0.125952022068933	0.154980783476573	0.138881497549117	0.0898647413591362	0.0721969125981462	0.0822515327753206	0.000538153660091389	Preposition	425.681559961	14	1	2	1	monomorphemic	headword	Preposition	100169	100169	-1664015.09823	1	1	478178	4781.78	153482	3009.451	8335	0.9937	471928	20068	706	AE.T	AE1.T	1	2	42	43744.15	69.54	86548	42	43744.15	69.54	86548	0.00207359	0.00759317	0.00211686	0.00188201	0.0017319	0.00720649	0.0019165	0.00182587	0	0	0	0	0	0	0	0	0.02503139	0.02888478	0.02376514	0.02315525	0.0201782	0.02699681	0.0207453	0.02141177	0.03311259	0.04120568	0.0394119	0.05049649	0.03219583	0.03738271	0.03826033	0.04809041	3217.1	8346	NA	NA	8.07623561161757
babe	633	2.42109333435934	2.43875654170588	2.91199797176083	1.83358173055704	1.54760272166464	2.38217947603116	1.99463840271776	1.93831678178887	2.60468908158483	4.75875513657504	4.33662739351224	5.04864557304345	3.62705351071724	3.2753379276912	3.99895830389736	4.46329856817301	4.15764971708202	4.86094293523365	0.111882735935178	0.526667247299589	0.449022416531279	0.000322238382512996	0.17210678489917	0.21456437180477	0.143734254113259	0.476503178184489	0.392595738328653	0.643673674449059	633	0.0451896962096376	0.0672807536513954	0.0432934466079128	0.0750313128225919	0.0904960293163616	0.0716051843650464	0.0425987317591646	0.062559495064161	0.0481668167444527	0.00351416465743206	Noun	425.681559961	9	1.45	4	1	monomorphemic	singular	Noun	35	43	-179.707476438	2	1	201	2.01	1328	26.0392	869	0.1036	535015	20397	1235	B.EY.B	B.EY1.B	1	3	18	719.57	16.11	9647	18	719.57	16.11	9647	0.00049512	0.00059614	0.00059574	0.00068466	0.00044267	0.00056528	0.00058415	0.00068823	2.383e-05	0.00014927	5.515e-05	0.00011573	2.117e-05	0.00014417	5.603e-05	0.00011759	0.03716137	0.02567963	0.04073785	0.03977699	0.03666659	0.02444685	0.04033133	0.03934389	0.05249123	0.02530293	0.0533135	0.04337527	0.05218831	0.02466148	0.05303141	0.04291418	35.57	991	NA	NA	3.57150258596036
back	38552	1.77652214314071	1.47001747332491	2.22227994338717	0.915264343019944	1.65423114051793	1.63437487362417	1.3265920508596	0.918792631619455	1.81659053399176	2.83601495008906	4.3973841437948	3.9201558345447	2.29102657085942	5.67758521188398	3.5796733135447	2.2201443336914	3.72759709592589	3.52590131336332	0.0670703546151081	0.319118699810176	0.345465149066726	0.0422343765640059	0.386413430268942	0.217238821999074	0.048433111740021	0.166286732718538	0.150364375574006	0.320961397348109	38552	0.0753996273379524	0.103902096635823	0.0719678951459411	0.0968692387657518	0.124650247217541	0.108774830872195	0.0768443997445797	0.0821807593512883	0.0747377284347889	0.0248661756198269	Adverb	282.000354454	17	1	4	1	conversion.monomorphemic	infinitive.plural present.positive.singular.singular 2p present.singular present 1p	Adjective.Adverb.Noun.Verb	22071	22999	-298658.487381	48	4	102327	1023.27	98533	1932.0196	8267	0.9856	471799	15606	3249	B.AE.K	B.AE1.K	1	3	47	1712.38	48.21	30448	47	1712.38	48.21	30448	0.00245075	0.00189822	0.00251272	0.00225064	0.00182722	0.00172388	0.00212199	0.00206073	0.00023661	0.00054658	0.00019692	0.00021946	0.00014112	0.00051819	0.000136	0.00019834	0.06046438	0.0466228	0.0624901	0.05807955	0.05773715	0.04496242	0.06086607	0.05720856	0.07382456	0.06882667	0.07638685	0.06509042	0.07359295	0.06658185	0.07607818	0.06460871	2009.16	8273	inanimate	inanimate	7.60547200325645
badge	2437	2.28920572419751	1.9338793473937	2.66540288249074	1.9463123096332	1.53551898864824	2.36608375513055	1.57887397089965	1.38467874474753	2.16019513288734	5.15580350297538	4.92220532295866	5.46289021001315	4.29280367164831	4.63634383578059	4.75333287370451	4.76173905842218	4.64325190251255	5.31117386194053	0.20909335847548	0.32552717024603	0.431406134222654	0.228596380789273	0.161044433723411	0.369475047192645	0.125056291514419	0.0749644064567221	0.167441524745109	0.619807296962157	2437	0.0255090247161225	0.0495286814240339	0.02333220577039	0.0180561578566767	0.075250480815781	0.0402530218757166	0.0335407917918067	0.0376489347187651	0.0350837688800503	0.00113684922115076	Noun	283.833239428	4	1.65	5	1	monomorphemic	singular	Noun	117	165	-803.903122293	2	1	555	5.55	741	14.5294	452	0.0539	575954	21728	1826	B.AE.JH	B.AE1.JH	1	3	17	2751.75	17.7	21158	17	2751.75	17.7	21158	0.00088935	0.00081271	0.00095202	0.00083955	0.00072055	0.00075591	0.00085523	0.00080554	1.021e-05	5.14e-06	1.592e-05	9.95e-06	1.058e-05	4.96e-06	1.632e-05	1.012e-05	0.04533264	0.02949109	0.04615578	0.03967713	0.04261543	0.02784075	0.04456475	0.03883078	0.05585965	0.04982194	0.05381376	0.04312668	0.05566578	0.0475795	0.05352814	0.04264926	15.25	463	NA	NA	2.72457950305342
bag	22654	2.18872841950017	1.6505990118012	2.56127949417059	1.91428269553799	1.51023254540568	2.36035069289354	1.6651202934199	1.19490957447709	2.14527689196963	4.82818364812716	4.87672614333975	5.25701186778215	4.48984407511766	4.93887254784703	4.94320786499581	4.32564515984239	4.59050015241757	5.00754463222451	0.176522451042129	0.31853821959522	0.412499293577686	0.183639944808784	0.281182594214348	0.413835732909519	0.0954545084137743	0.109149274523622	0.164565529980814	0.59087369083729	22654	0.0227964794558778	0.0446743228343353	0.0178476669816939	0.0178345464758377	0.0553570266062265	0.0325868062681147	0.0197649960934703	0.0206441732797404	0.0204329180462044	6.26379823019103e-05	Noun	285.458098525	22	1	3	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	1122	1476	-11152.5908863	46	2	5338	53.38	4600	90.1961	2458	0.293	457299	16441	1219	B.AE.G	B.AE1.G	1	3	37	3503.7	32.25	31344	37	3503.7	32.25	31344	0.0011858	0.00084826	0.0011448	0.00090867	0.00095642	0.00078849	0.00102578	0.00087165	4.426e-05	3.571e-05	5.054e-05	6.344e-05	2.293e-05	3.305e-05	4.065e-05	6.155e-05	0.04803427	0.03129446	0.04907854	0.04281337	0.04531527	0.02964307	0.0474816	0.04196283	0.05978947	0.0510741	0.0573634	0.04576126	0.05958735	0.0488315	0.05707415	0.04528332	94.04	2508	inanimate	inanimate	4.54372022367187
bail	1345	2.30078408075497	1.32970726368761	2.14812665578806	1.62738938155748	0.936641017352217	1.94705264045135	1.69571320294325	0.758713207691273	1.61694519957496	4.16849083111915	2.92325742382759	3.78097902014018	3.78902687901447	3.67190249251102	4.32992672361528	3.3781322443309	2.12154348460314	3.04050408621539	0.12757584187432	0.120037551368275	0.320621479864612	0.00648763606102021	0.0703310990747275	0.132225756995438	0.180048646572018	0.0373060501079099	0.0972691575191442	0.110050325843065	1345	0.0551117411877267	0.0809354138128554	0.094688147202202	0.0340206898760244	0.150218383722671	0.0890991814472524	0.0710959751805623	0.0529182662072481	0.106411827830717	0.0693085745165528	Noun	281.250724139	15	1.1	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	187	209	-1223.93725939	46	2	1023	10.23	793	15.549	497	0.0593	537037	15519	1675	B.EY.L	B.EY1.L	1	3	45	814.48	47.51	20843	45	814.48	47.51	20843	0.0008552	0.00039385	0.00097045	0.00070809	0.00070601	0.0003548	0.00088947	0.00066733	2.383e-05	8.93e-06	3.025e-05	1.464e-05	2.47e-05	8.63e-06	3.101e-05	1.489e-05	0.05168914	0.04185347	0.05866331	0.05908262	0.05118474	0.04061121	0.05822058	0.05862365	0.06708772	0.04014991	0.07509936	0.06526913	0.06675413	0.03950661	0.07479504	0.06480375	17.35	522	NA	NA	2.85359250639287
bait	1569	2.36626607005157	1.87135458192289	2.68217757900898	2.07037514528578	1.53429840094797	2.47272433454649	1.71621565880442	1.27836259949495	2.21109909117676	4.75454831487588	4.78254452986408	5.1877519030564	4.80272022118429	4.43644613761755	5.01508605171692	4.0675632322268	4.44578727485972	4.80980389057562	0.225966227469674	0.307519144431608	0.481737982486604	0.0855903604243053	0.250542370657535	0.416461348038278	0.115912727294534	0.0662626204939274	0.196821167706571	0.536597608068287	1569	0.0206314690676927	0.0296288414414732	0.0171964518580752	0.0307832874258353	0.0390771059945452	0.0265617735254772	0.0172912886297425	0.0253136059255599	0.0189133727443007	0.00106887759576019	Noun	246.026013716	4	1.65	4	1	conversion.monomorphemic	infinitive.plural present.singular.singular 2p present.singular present 1p	Noun.Verb	579	829	-5121.65566716	45	2	563	5.63	457	8.9608	370	0.0441	551848	21705	1430	B.EY.T	B.EY1.T	1	3	41	7202.14	59.14	64302	41	7202.14	59.14	64302	0.00332924	0.00131678	0.00260513	0.00220044	0.00093381	0.00101696	0.00125047	0.00154089	6.809e-05	1.11e-05	5.183e-05	2.165e-05	4.057e-05	9.32e-06	4.103e-05	1.851e-05	0.04946809	0.06580597	0.05616532	0.06205298	0.04896516	0.06454968	0.05572763	0.06159004	0.07003509	0.08967759	0.08259366	0.0838379	0.06969531	0.0890281	0.08228169	0.0833689	9.73	392	NA	NA	2.27521389619791
bale	566	2.16505921163383	1.85457249377988	2.5963085282536	1.39092809442376	1.5476709722792	1.99492410791387	1.6272474616115	1.20817861806757	2.13059692706301	4.16541173256674	5.17021573714386	4.95721530972661	2.6987093582821	4.65015791846199	3.65158585335981	4.22767592696434	4.87123309906815	5.14876006311762	0.0786454378756583	0.271476155940135	0.351909936345069	0.0971285281920302	0.298624561628369	0.220940054688466	0.0313905595261499	-0.0103429132141155	0.0776656936151356	0.582696993339336	566	0.0506139059838911	0.0248677955246696	0.0358069686675207	0.0297106421620968	0.0504559621082464	0.0430037045130836	0.0619767795502406	0.0181142505950815	0.0420465839991292	0.1109310824684	Noun	425.681559961	23	1	4	1	monomorphemic	singular	Noun	26	57	-122.438994221	2	1	145	1.45	71	1.3922	18	0.0021	559766	29915	3104	B.EY.L	B.EY1.L	1	3	45	814.48	47.51	20843	45	814.48	47.51	20843	0.0008552	0.00039385	0.00097045	0.00070809	0.00070601	0.0003548	0.00088947	0.00066733	2.383e-05	8.93e-06	3.025e-05	1.464e-05	2.47e-05	8.63e-06	3.101e-05	1.489e-05	0.05168914	0.04185347	0.05866331	0.05908262	0.05118474	0.04061121	0.05822058	0.05862365	0.06708772	0.04014991	0.07509936	0.06526913	0.06675413	0.03950661	0.07479504	0.06480375	2.04	23	NA	NA	0.712949807856125
ball	21785	1.9533012558211	1.73871752467193	2.43531941089102	2.00090688382546	1.38765931413981	2.39094355272478	1.35879201570092	1.08879301910958	1.91773746483607	4.37665380038369	5.54696332195194	5.31859327125189	4.96890738993684	5.39190211872485	5.61542439572904	3.66429812535803	5.14724770252461	4.84802727578739	0.140784581129044	0.389055891797462	0.430691189037967	0.216548669214135	0.314542779922461	0.503218608145394	0.0475889551162005	0.0792764919371303	0.11573533572872	0.489612848637816	21785	0.0265568754239122	0.0386353226221606	0.0291081538894279	0.009639478844872	0.0221039551198295	0.0147552021843921	0.0198659913709654	0.0496639273259634	0.0311842835872866	0.00403636419392405	Noun	278.630924675	18	1	4	1	irrelevant.monomorphemic	headword.singular	Interjection.Noun	1664	1996	-17805.5325559	3	2	7573	75.73	4973	97.5098	2005	0.239	512422	20839	3380	B.AO.L	B.AO1.L	1	3	38	6998.1	43.05	39221	37	6996.26	42.6	39141	0.00099023	0.00210234	0.00123034	0.00167557	0.00065916	0.00186656	0.00094269	0.00146783	0.00012256	7.357e-05	0.0001398	0.00010865	4.939e-05	4.897e-05	6.951e-05	7.435e-05	0.05324511	0.04375009	0.05837627	0.05863047	0.05182211	0.04223205	0.05725344	0.05760383	0.06259649	0.05617263	0.06910056	0.06495019	0.06242694	0.05450698	0.06886746	0.06449134	104.96	2070	inanimate	inanimate	4.65357932519578
